Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Cited by,Link,Publisher,Document Type,Source,EID
Lv S.; Xu Z.; Mo F.; Wang Y.; Duan Y.; Liu Y.; Jing L.; Shan J.; Jia Q.; Wang M.; Zhang S.; Liu Y.; Liu J.; Luo J.; Wu Y.; Wang M.; Song Y.; Cai X.,"Lv, Shiya (58209580200); Xu, Zhaojie (57572716000); Mo, Fan (57250258000); Wang, Yu (57221506450); Duan, Yiming (57219004970); Liu, Yaoyao (57556387300); Jing, Luyi (57810571400); Shan, Jin (57811623400); Jia, Qianli (57564138400); Wang, Mingchuan (58508246300); Zhang, Siyu (57216542139); Liu, Yu (58672149600); Liu, Juntao (35206154400); Luo, Jinping (26867890300); Wu, Yirong (59668154600); Wang, Mixia (55652919200); Song, Yilin (7404919483); Cai, Xinxia (8514473600)",58209580200; 57572716000; 57250258000; 57221506450; 57219004970; 57556387300; 57810571400; 57811623400; 57564138400; 58508246300; 57216542139; 58672149600; 35206154400; 26867890300; 59668154600; 55652919200; 7404919483; 8514473600,Long-term stability strategies of deep brain flexible neural interface,2025,npj Flexible Electronics,9,1,40,,,49,https://www.scopus.com/pages/publications/105004469925?origin=resultslist,Nature Research,Review,Scopus,2-s2.0-105004469925
Huang Z.; Hu M.; Xu J.; Chen Y.; Shen T.; Li X.; Fu S.,"Huang, Zhining (59544775400); Hu, Mengfan (59522123500); Xu, Jie (59936932200); Chen, Yana (60162690100); Shen, Tingzheng (60162690200); Li, Xiaochao (60162727500); Fu, Shaoju (57194538262)",59544775400; 59522123500; 59936932200; 60162690100; 60162690200; 60162727500; 57194538262,Smart magnetic composited carboxymethyl cellulose/sodium alginate based 3D textiles with multi-responsive characteristics for flexible electronics devices,2025,International Journal of Biological Macromolecules,332,,148665,,,2,https://www.scopus.com/pages/publications/105020251829?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105020251829
Gu S.; Ueki A.; Harada S.; Mizuguchi K.; Azhari S.; Nagamine K.; Miyake T.; Méhes G.,"Gu, Shenghan (59979786100); Ueki, Aoba (57931750000); Harada, Shoi (59218171200); Mizuguchi, Kei (55662741300); Azhari, Saman (57188860697); Nagamine, Kuniaki (7101673230); Miyake, Takeo (36446215400); Méhes, Gábor (56470912700)",59979786100; 57931750000; 59218171200; 55662741300; 57188860697; 7101673230; 36446215400; 56470912700,Ferrocene-redox polymer interface enhances extracellular electron transfer in electroactive and non-electroactive bacteria via divergent mechanisms,2025,Chemical Engineering Journal,524,,168913,,,2,https://www.scopus.com/pages/publications/105017971205?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105017971205
Liu L.; Yuan P.; Zhang K.; Wei S.; Tian B.; Duan Y.; Chen X.; Wang Y.; Zhang Y.,"Liu, Leipeng (55802247000); Yuan, Pengfei (60093582500); Zhang, Kangning (57222347888); Wei, Shuping (60093349700); Tian, Boyi (60093349800); Duan, Yuanduo (58892415200); Chen, Xiaofei (58892181400); Wang, Yuxuan (58120140000); Zhang, Yuehong (36769867200)",55802247000; 60093582500; 57222347888; 60093349700; 60093349800; 58892415200; 58892181400; 58120140000; 36769867200,High performance bio-based dielectric elastomers with enhanced electromechanical properties,2025,Polymer,338,,129071,,,4,https://www.scopus.com/pages/publications/105015525322?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105015525322
Dutta M.; Saikia U.; Puzari P.,"Dutta, Mridupavan (59261386300); Saikia, Uddipana (59261943600); Puzari, Panchanan (6508236168)",59261386300; 59261943600; 6508236168,Synthesis and characterization of an eco-friendly conductive carbon paste from waste coconut shell powder and MWCNTs,2025,Materials Chemistry and Physics,346,,131355,,,4,https://www.scopus.com/pages/publications/105012259446?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105012259446
Xi F.; Zhang Q.; He Z.; Yan R.; Yu P.; Du T.; Feng Y.; Qin B.; Zhang X.,"Xi, Fan (60008892000); Zhang, Qunzheng (24069565500); He, Zemin (56595886100); Yan, Rui (59326797200); Yu, Ping (55618313200); Du, Teng (57458673000); Feng, Yuhu (60120115900); Qin, Bei (57209651694); Zhang, Xingxing (57213827319)",60008892000; 24069565500; 56595886100; 59326797200; 55618313200; 57458673000; 60120115900; 57209651694; 57213827319,Lithium-exchanged molecular sieve-functionalized liquid crystal elastomer solid-state electrolyte for high-performance lithium metal batteries,2025,Journal of Energy Storage,137,,118717,,,1,https://www.scopus.com/pages/publications/105017429349?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105017429349
McCue C.; Lee W.H.; Vandereydt B.; Avalle D.; Kang J.; Rufer S.; Atari A.; Dickhardt F.J.; Nitzsche M.; Parks S.; Tseng Y.-Y.; Varanasi K.K.,"McCue, Caroline (57199654694); Lee, Wang Hee (57211474821); Vandereydt, Bert (57209294354); Avalle, Domitille (60184773600); Kang, Jimin (60184790800); Rufer, Simon (58144068300); Atari, Adel (58529469600); Dickhardt, Fabian J. (57783057700); Nitzsche, Michael (57201464286); Parks, Sean (58529067200); Tseng, Yuen-Yi (57189895875); Varanasi, Kripa K. (6603265182)",57199654694; 57211474821; 57209294354; 60184773600; 60184790800; 58144068300; 58529469600; 57783057700; 57201464286; 58529067200; 57189895875; 6603265182,Alternating Electrochemical Redox-Cycling on Nanocomposite Biointerface for High-Efficiency Enzyme-Free Cell Detachment,2025,ACS Nano,19,44,,38318,38326,0,https://www.scopus.com/pages/publications/105021365325?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105021365325
Azzam A.H.A.; Fitri I.K.; Suryana R.; Hapidin D.A.; Zulfi A.; Rezeki Y.A.,"Azzam, Abdullah Hanif Al (59928698400); Fitri, Indah Karunia (59295860600); Suryana, Risa (14523651300); Hapidin, Dian Ahmad (57193339171); Zulfi, Akmal (57194696613); Rezeki, Yulianto Agung (57202792238)",59928698400; 59295860600; 14523651300; 57193339171; 57194696613; 57202792238,Effects of electrospinning process parameters on the diameter of polyvinyl alcohol/black betel extract nanofibers to enhance the solubility of the extract,2025,Colloids and Surfaces A: Physicochemical and Engineering Aspects,725,,137627,,,5,https://www.scopus.com/pages/publications/105009486080?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105009486080
Gandhi M.; Chavda V.; Ranga S.,"Gandhi, Mansi (60024160400); Chavda, Vishwajit (57670109700); Ranga, Shashi (57982954300)",60024160400; 57670109700; 57982954300,Introduction of Covalent Organic Frameworks,2025,Applications of Covalent Organic Frameworks in Environmental Remediation,,,,1,49,2,https://www.scopus.com/pages/publications/105025508287?origin=resultslist,CRC Press,Editorial,Scopus,2-s2.0-105025508287
Hu Y.-D.; Tang C.-Y.; Li S.-J.; Wu Y.-J.; Ke K.; Chen R.; Luo C.; Dong Q.-X.; Li H.-X.; Bai L.; Zhang K.; Wang Y.; Liu Z.-Y.; Yang M.-B.; Yang W.,"Hu, Yi-Di (59235769000); Tang, Chun-Yan (57206948501); Li, Shuang-Jun (60244333600); Wu, Yu-Jie (57209331375); Ke, Kai (55968967800); Chen, Ran (56295042100); Luo, Chuanfu (55223546400); Dong, Quan-Xiao (45861079800); Li, Hong-Xiang (58025056600); Bai, Lu (35995205000); Zhang, Kai (56703912500); Wang, Yu (57211832528); Liu, Zheng-Ying (27171252200); Yang, Ming-Bo (57291844500); Yang, Wei (56978377400)",59235769000; 57206948501; 60244333600; 57209331375; 55968967800; 56295042100; 55223546400; 45861079800; 58025056600; 35995205000; 56703912500; 57211832528; 27171252200; 57291844500; 56978377400,Flash annealing boosts piezoelectricity of PVDF-TrFE,2025,Nature Communications ,16,1,11147,,,3,https://www.scopus.com/pages/publications/105025062491?origin=resultslist,Nature Research,Article,Scopus,2-s2.0-105025062491
Guo P.; Zhou J.; Qian C.; Cao W.; Yu Y.; Cheng L.; Guo D.; Wu H.; Liu A.,"Guo, Ping (58209023400); Zhou, Jie (60013795700); Qian, Chengnan (58246548900); Cao, Wenjie (59953883900); Yu, Yang (59416080300); Cheng, Lin (57203022602); Guo, Daoyou (55566813500); Wu, Huaping (55541667500); Liu, Aiping (55831212000)",58209023400; 60013795700; 58246548900; 59953883900; 59416080300; 57203022602; 55566813500; 55541667500; 55831212000,Shape-Memory Conductive Hydrogels Featuring Permanent and Temporary Dual-State Programmability,2025,ACS Applied Polymer Materials,7,22,,15659,15670,4,https://www.scopus.com/pages/publications/105023432226?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105023432226
Sesia R.; Gomez Sanchez J.; Collado I.; Cortes A.; Jimenez-Suarez A.; Hakkarainen M.; Spriano S.; Ferraris S.; Sangermano M.,"Sesia, Rossella (57963387600); Gomez Sanchez, Javier (57892110700); Collado, Ignacio (58028481500); Cortes, Alejandro (57216921142); Jimenez-Suarez, Alberto (37112453700); Hakkarainen, Minna (6701684923); Spriano, Silvia (6603725682); Ferraris, Sara (23396447200); Sangermano, Marco (6701769715)",57963387600; 57892110700; 58028481500; 57216921142; 37112453700; 6701684923; 6603725682; 23396447200; 6701769715,"Polyphenols-derived epoxy vitrimers for smart applications: Electrical conductivity, Joule heating, and strain sensing",2025,Polymer,338,,129044,,,0,https://www.scopus.com/pages/publications/105015148430?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105015148430
Zhang B.; Ji Y.; Wang S.; Zhang P.; Zhang S.; Zhou P.; Wu J.; Miao S.,"Zhang, Bin (59045265900); Ji, Yajun (36859383000); Wang, Shulei (58882368300); Zhang, Pengcheng (57211508103); Zhang, Shixiong (58072678900); Zhou, Peng (59376854500); Wu, Jiaying (60043058200); Miao, Shida (60043058300)",59045265900; 36859383000; 58882368300; 57211508103; 58072678900; 59376854500; 60043058200; 60043058300,MoS2 nanoparticles anchored on exfoliated NiFe-LDH nanosheets via electrodeposition as multifunctional electrodes for energy conversion and storage applications,2025,Journal of Power Sources,657,,238120,,,4,https://www.scopus.com/pages/publications/105013193230?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105013193230
Cao S.; Fu Z.; Liu B.; Wu Y.; Shen Q.; Chen F.,"Cao, Shiyu (57208472199); Fu, Zhenyu (57497420100); Liu, Bokang (59506250400); Wu, Yawen (60142583000); Shen, Qiang (55547133898); Chen, Fei (56962789500)",57208472199; 57497420100; 59506250400; 60142583000; 55547133898; 56962789500,Asymmetric bilayer PVDF-SN composite electrolytes with improved interfacial stability for high-performance lithium metal batteries,2025,Journal of Alloys and Compounds,1044,,184417,,,1,https://www.scopus.com/pages/publications/105018860683?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105018860683
Shrestha M.; Sreeram A.; Bin Syed Ismail Alsagoff S.I.; Renaud M.; Sankaralingam M.; Depari L.; Ng Z.K.; Shivakumar R.; Teo E.H.T.,"Shrestha, Milan (56884125500); Sreeram, Abhinay (59945115200); Bin Syed Ismail Alsagoff, Syed Ikhwan (59968958100); Renaud, Michael (18038505200); Sankaralingam, Maharaja (59945115300); Depari, Leonardus (58285394900); Ng, Zhi Kai (55534088200); Shivakumar, Ranjana (57190005295); Teo, Edwin Hang Tong (7006574280)",56884125500; 59945115200; 59968958100; 18038505200; 59945115300; 58285394900; 55534088200; 57190005295; 7006574280,"Cooling Rate Effects on Morphological, Optical, and Piezoelectric Properties of Melt-Recrystallized PVDF-TrFE Thin Films",2025,ACS Omega,10,45,,54489,54496,0,https://www.scopus.com/pages/publications/105022157911?origin=resultslist,American Chemical Society,Article,Scopus,2-s2.0-105022157911
Tian H.; Liu J.; Han Y.; Yi S.,"Tian, Hongyu (57212585650); Liu, Jianwei (39762285200); Han, Yunping (55489219700); Yi, Shouliang (35390422300)",57212585650; 39762285200; 55489219700; 35390422300,Adaptive resistance and defense evolution in microplastics-mediated biological exposure interfaces in municipal wastewater treatment systems,2025,Journal of Hazardous Materials,499,,140105,,,1,https://www.scopus.com/pages/publications/105019210014?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105019210014
Surya R.; Malayalam Amarnath T.S.; Rahman F.Y.; Sakthinathan S.; Chiu T.-W.,"Surya, Rajendran (59326880900); Malayalam Amarnath, Thilak Sabareesh (60054994900); Rahman, Farhana Yasmin (57832708100); Sakthinathan, Subramanian (55212175600); Chiu, Te-Wei (59644652300)",59326880900; 60054994900; 57832708100; 55212175600; 59644652300,Nanoengineered metal oxide-modified ZIF-8 nanocubes: a pioneering pathway for trace-level chloramphenicol detection in food matrices,2025,Nanoscale,17,44,,25710,25726,5,https://www.scopus.com/pages/publications/105021671298?origin=resultslist,Royal Society of Chemistry,Article,Scopus,2-s2.0-105021671298
Tsai S.-W.; Zagalskaya A.; Li Y.; Chen C.-Y.; Andrade M.F.C.; Candeago R.; Browning J.F.; Hillman A.R.; Cusick R.D.; Pham T.A.; Su X.,"Tsai, Shao-Wei (60205345200); Zagalskaya, Alexandra (57205331334); Li, Yurui (59659220000); Chen, Ching-Yu (59471656500); Andrade, Marcos Felipe Calegari (58165956000); Candeago, Riccardo (57219833931); Browning, James F. (7101866525); Hillman, A. Robert (60205070300); Cusick, Roland D. (36069186600); Pham, Tuan Anh (15048518500); Su, Xiao (55700725300)",60205345200; 57205331334; 59659220000; 59471656500; 58165956000; 57219833931; 7101866525; 60205070300; 36069186600; 15048518500; 55700725300,Controlling solvation in conducting redox polymers for selective electrochemical separation of nitrate from wastewater,2025,Nature Communications ,16,1,10207,,,5,https://www.scopus.com/pages/publications/105022522937?origin=resultslist,Nature Research,Article,Scopus,2-s2.0-105022522937
Yang X.; Li X.; Zhou S.; Song N.; Xu T.; Ding P.,"Yang, Xiaohui (59257067200); Li, Xiong (58164577600); Zhou, Shuaishuai (57211218434); Song, Na (23482506100); Xu, Tongle (13905755100); Ding, Peng (55164417300)",59257067200; 58164577600; 57211218434; 23482506100; 13905755100; 55164417300,Tailoring Interfaces and Networks in Functionalized Graphene-Carbon Fiber Reinforced Polyamide Composites for Enhanced Thermal and Mechanical Properties,2025,Polymer Composites,46,16,,15419,15432,3,https://www.scopus.com/pages/publications/105007664690?origin=resultslist,John Wiley and Sons Inc,Article,Scopus,2-s2.0-105007664690
Zhang Y.; Orban M.; Wu Y.; Liu C.; Wang J.; Elsamanty M.; Yang H.; Guo K.,"Zhang, Yuze (59385221700); Orban, Mostafa (57217089964); Wu, Yuwen (58101937500); Liu, Chang (57351267900); Wang, Jie (57413576300); Elsamanty, Mahmoud (55849094400); Yang, Hongbo (7406559942); Guo, Kai (57211666944)",59385221700; 57217089964; 58101937500; 57351267900; 57413576300; 55849094400; 7406559942; 57211666944,A review of soft robotics and soft rehabilitation gloves: exploring alternative soft robots actuation techniques,2025,International Journal of Intelligent Robotics and Applications,9,4,,1368,1393,14,https://www.scopus.com/pages/publications/105010638496?origin=resultslist,Springer,Review,Scopus,2-s2.0-105010638496
Choi S.B.; Choi J.S.; Shin H.S.; Yoon J.-W.; Kim Y.; Kim J.-W.,"Choi, Su Bin (57202837342); Choi, Jun Sang (58002967700); Shin, Hyun Sik (58002472000); Yoon, Jeong-Won (7403587733); Kim, Youngmin (57221435538); Kim, Jong-Woong (7601372418)",57202837342; 58002967700; 58002472000; 7403587733; 57221435538; 7601372418,Deep learning-developed multi-light source discrimination capability of stretchable capacitive photodetector,2025,npj Flexible Electronics,9,1,44,,,8,https://www.scopus.com/pages/publications/105005263567?origin=resultslist,Nature Research,Article,Scopus,2-s2.0-105005263567
Berni A.; García-Guzmán J.J.; Alcántara R.; Palacios-Santander J.M.; Amine A.; Cubillana-Aguilera L.,"Berni, Achraf (57765242500); García-Guzmán, Juan José (56538429900); Alcántara, Rodrigo (7005223556); Palacios-Santander, José María (6508286427); Amine, Aziz (57203251117); Cubillana-Aguilera, Laura (12760150600)",57765242500; 56538429900; 7005223556; 6508286427; 57203251117; 12760150600,Laser diode-induced in situ solid-state synthesis of graphitized magnetic nanostructures as novel nanozyme catalysts,2025,Sensors and Actuators B: Chemical,443,,138311,,,2,https://www.scopus.com/pages/publications/105010514677?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105010514677
Hou J.; Jie J.; Zhang D.; Chen J.; Fang H.; Sun D.; Zhou M.; Sun J.; Wu L.-P.,"Hou, Jinfei (57204934300); Jie, Junjin (57824068800); Zhang, Di (57220107909); Chen, Jun (57219821746); Fang, Huimin (57192159278); Sun, Di (57464992200); Zhou, Muran (57207451005); Sun, Jiaming (55716256700); Wu, Lin-Ping (24469359900)",57204934300; 57824068800; 57220107909; 57219821746; 57192159278; 57464992200; 57207451005; 55716256700; 24469359900,Aerogel library with varying porous structures and mechanics regulates motor neuron progenitor differentiation for spinal cord injury repair,2025,Materials Today Bio,35,,102404,,,2,https://www.scopus.com/pages/publications/105019098346?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105019098346
Yang S.; Qin W.; Lu S.; Li Z.; Ma C.; Guo Y.; Deng T.,"Yang, Songlin (59166820900); Qin, Wei (58484575300); Lu, Shijia (59979685000); Li, Zheng (59542122700); Ma, Chi (57290584800); Guo, Yafei (15076619800); Deng, Tianlong (8314517400)",59166820900; 58484575300; 59979685000; 59542122700; 57290584800; 15076619800; 8314517400,Mn-based PBAs electrochemical ion exchange-electrodialysis coupling: A green paradigm for high-selectivity rubidium enrichment from Salt Lake brine,2025,Desalination,615,,119333,,,4,https://www.scopus.com/pages/publications/105013754345?origin=resultslist,Elsevier B.V.,Article,Scopus,2-s2.0-105013754345
Varnava C.K.; Ieropoulos I.; Leontidis E.; Tsipa A.,"Varnava, Constantina K. (57204328431); Ieropoulos, Ioannis (55880836000); Leontidis, Epameinondas (6603544334); Tsipa, Argyro (57188628634)",57204328431; 55880836000; 6603544334; 57188628634,Wastewater treatment and biosynthesis from Pseudomonas citronellolis in microbial electrochemical technologies: Part A,2025,Sustainable Energy Technologies and Assessments,84,,104720,,,0,https://www.scopus.com/pages/publications/105023169594?origin=resultslist,Elsevier Ltd,Article,Scopus,2-s2.0-105023169594
Afify M.G.E.; Gomaa O.M.; El Kareem H.A.; Zeid M.A.A.,"Afify, Marwa Gamal Eldeen (59937528300); Gomaa, Ola M. (24075727300); El Kareem, Hussein Abd (55964939600); Zeid, Mohamed A. Abou (59937707200)",59937528300; 24075727300; 55964939600; 59937707200,Promoting bacterial colonization and biofilm formation for enhanced biodegradation of low-density polyethylene microplastics,2025,Bioresources and Bioprocessing,12,1,59,,,10,https://www.scopus.com/pages/publications/105007715902?origin=resultslist,Springer,Article,Scopus,2-s2.0-105007715902
